name,start_time,end_time,report,fuel_type,fuel_price,availability,consider_availability
"fuel_TALTAL_1_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,449.43,1000000,false
"fuel_TALTAL_1_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,381.86,1000000,false
"fuel_TALTAL_1_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_TALTAL_1_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.16,1000000,false
"fuel_TALTAL_1_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,404,1000000,false
"fuel_TALTAL_1_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_TALTAL_2_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,449.43,1000000,false
"fuel_TALTAL_2_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,381.86,1000000,false
"fuel_TALTAL_2_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_TALTAL_2_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,364.16,1000000,false
"fuel_TALTAL_2_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,404,1000000,false
"fuel_TALTAL_2_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,372.62,1000000,false
"fuel_TOCOPILLA_U16-TG_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,351.07,1000000,false
"fuel_TOCOPILLA_U16-TG_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,534.73,1000000,false
"fuel_TOCOPILLA_U16-TG_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,681.33,1000000,false
"fuel_TOCOPILLA_U16-TG_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,651.05,1000000,false
"fuel_TOCOPILLA_U16-TG_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,426.54,1000000,false
"fuel_TOCOPILLA_U16-TG_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,377.5,1000000,false
"fuel_TOCOPILLA_U16-TG+TV_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,351.07,1000000,false
"fuel_TOCOPILLA_U16-TG+TV_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,534.73,1000000,false
"fuel_TOCOPILLA_U16-TG+TV_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,681.33,1000000,false
"fuel_TOCOPILLA_U16-TG+TV_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,651.05,1000000,false
"fuel_TOCOPILLA_U16-TG+TV_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,426.54,1000000,false
"fuel_TOCOPILLA_U16-TG+TV_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,377.5,1000000,false
"fuel_TOCOPILLA-TG3_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,351.07,1000000,false
"fuel_TOCOPILLA-TG3_GNL_B",1970-01-01-00:00,2100-01-01-00:00,true,gnl,534.73,1000000,false
"fuel_TOCOPILLA-TG3_GNL_C",1970-01-01-00:00,2100-01-01-00:00,true,gnl,681.33,1000000,false
"fuel_TOCOPILLA-TG3_GNL_D",1970-01-01-00:00,2100-01-01-00:00,true,gnl,651.05,1000000,false
"fuel_TOCOPILLA-TG3_GNL_E",1970-01-01-00:00,2100-01-01-00:00,true,gnl,426.54,1000000,false
"fuel_TOCOPILLA-TG3_GNL_INF",1970-01-01-00:00,2100-01-01-00:00,true,gnl,377.5,1000000,false
"fuel_YUNGAY_U1_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,904.16,1000000,false
"fuel_YUNGAY_U2_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,904.16,1000000,false
"fuel_YUNGAY_U3_GNL_A",1970-01-01-00:00,2100-01-01-00:00,true,gnl,904.16,1000000,false
"fuel_AGUAS_BLANCAS",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1151.35,1000000,false
"fuel_ANDES_U1_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1449.75,1000000,false
"fuel_ANDES_U2_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1449.75,1000000,false
"fuel_ANDES_U3_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1449.75,1000000,false
"fuel_ANDES_U4_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1449.75,1000000,false
"fuel_ANDES_U1_FO6",1970-01-01-00:00,2100-01-01-00:00,true,fueloil,630.87,1000000,false
"fuel_ANDES_U2_FO6",1970-01-01-00:00,2100-01-01-00:00,true,fueloil,630.87,1000000,false
"fuel_ANDES_U3_FO6",1970-01-01-00:00,2100-01-01-00:00,true,fueloil,630.87,1000000,false
"fuel_ANDES_U4_FO6",1970-01-01-00:00,2100-01-01-00:00,true,fueloil,630.87,1000000,false
"fuel_ANTILHUE_U1",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1351.96,1000000,false
"fuel_ANTILHUE_U2",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1351.96,1000000,false
"fuel_ARICA_GM",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1104.89,1000000,false
"fuel_ARICA_M1",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1104.89,1000000,false
"fuel_ARICA_M2",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1104.89,1000000,false
"fuel_ATA-TG1A_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1175.72,1000000,false
"fuel_ATA-TG1A+0.5TV1C_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1175.72,1000000,false
"fuel_ATA-TG1A+TG1B+TV1C_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1175.72,1000000,false
"fuel_ATA-TG1B_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1175.72,1000000,false
"fuel_ATA-TG1B+0.5TV1C_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1175.72,1000000,false
"fuel_ATA-TG2A_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1175.72,1000000,false
"fuel_ATA-TG2A+0.5TV2C_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1175.72,1000000,false
"fuel_ATA-TG2A+TG2B+TV2C_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1175.72,1000000,false
"fuel_ATA-TG2B_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1175.72,1000000,false
"fuel_ATA-TG2B+0.5TV2C_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1175.72,1000000,false
"fuel_CALLECALLE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1159.69,1000000,false
"fuel_CANDELARIA_1_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1173.51,1000000,false
"fuel_CANDELARIA_2_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1173.51,1000000,false
"fuel_CARDONES",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1213.18,1000000,false
"fuel_CELCO_BL2",1970-01-01-00:00,2100-01-01-00:00,true,fueloil,606.66,1000000,false
"fuel_CEMENTOS_BIOBIO_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1862.23,1000000,false
"fuel_CEMENTOS_BIOBIO_FO6",1970-01-01-00:00,2100-01-01-00:00,true,fueloil,1039.97,1000000,false
"fuel_CENIZAS",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1130.17,1000000,false
"fuel_CHAGUAL",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1375.09,1000000,false
"fuel_CHILOE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1397.2,1000000,false
"fuel_CHOLGUAN_BL2",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1120.44,1000000,false
"fuel_CHUYACA",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1175.7,1000000,false
"fuel_COLIHUES_U1_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1160.05,1000000,false
"fuel_COLIHUES_U2_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1160.05,1000000,false
"fuel_COLIHUES_U1_HFO",1970-01-01-00:00,2100-01-01-00:00,true,fueloil,590.27,1000000,false
"fuel_COLIHUES_U2_HFO",1970-01-01-00:00,2100-01-01-00:00,true,fueloil,590.27,1000000,false
"fuel_COLMITO_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1164.27,1000000,false
"fuel_COMBARBALA",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1366.82,1000000,false
"fuel_CONCON",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1304.4,1000000,false
"fuel_CONSTITUCION-EGEN",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1155.26,1000000,false
"fuel_CORONEL_DIE",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1100.82,1000000,false
"fuel_DEGAN_NAVE12",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1420.25,1000000,false
"fuel_DEGAN_2",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1420.25,1000000,false
"fuel_DEGAN_NAVE5",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1420.25,1000000,false
"fuel_DIEGO_DE_ALMAGRO",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1136.88,1000000,false
"fuel_EL_PENON",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1408.26,1000000,false
"fuel_EL_SALVADOR",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1136.88,1000000,false
"fuel_EL_TOTORAL",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1308.64,1000000,false
"fuel_EMELDA_U1",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1449.75,1000000,false
"fuel_EMELDA_U2",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1449.75,1000000,false
"fuel_ERSA_BIOBIO",1970-01-01-00:00,2100-01-01-00:00,true,nuclear,0,1000000,false
"fuel_ESPERANZA_DS1",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1158,1000000,false
"fuel_ESPERANZA_DS2",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1158,1000000,false
"fuel_ESPERANZA_TG1",1970-01-01-00:00,2100-01-01-00:00,true,diesel,1158,1000000,false
